LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
a $5-10 million,STROOCK & STROOCK & LAVAN LLP,180 Maiden Lane 0.0,NEW YORK,NY,10038.0,541110.0,Partnership,Unanswered,Unanswered,Unanswered,,391.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 07
a $5-10 million,STUART-DEAN CO. INC.,450 7th Ave Ste 3800,NEW YORK,NY,10123.0,238990.0,Corporation,Unanswered,Unanswered,Unanswered,,396.0,05/03/2020,"Bank of America, National Association",NY - 10
a $5-10 million,SUPERIOR CLEANING SERVICES NY LL,575 8th Avenue RM 807,NEW YORK,NY,10018.0,561210.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"PNC Bank, National Association",NY - 10
a $5-10 million,"TEMPOSITIONS, INC.","622 Third Ave, 39th Floor",NEW YORK,NY,10017.0,561320.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500.0,04/15/2020,Emigrant Bank,NY - 12
a $5-10 million,THE AMERICAN SOCIETY OF MECHANICAL ENGINEERS,2 Park Ave,NEW YORK,NY,10016.0,541330.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,350.0,04/14/2020,"JPMorgan Chase Bank, National Association",NY - 12
a $5-10 million,THE ANIMAL MEDICAL CENTER,510 East 62nd St 0.0,NEW YORK,NY,10065.0,541940.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,50.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 10
a $5-10 million,"THE BACHRACH GROUP, LTD.",1430 BROADWAY RM 1301,NEW YORK,NY,10018.0,561311.0,Corporation,Unanswered,Unanswered,Unanswered,,230.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 10
a $5-10 million,THE BRIDGE INC.,290 Lenox Avenue 3rd Floor,NEW YORK,NY,10027.0,624190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,483.0,04/16/2020,"JPMorgan Chase Bank, National Association",NY - 10
a $5-10 million,THE CARNEGIE HALL CORPORATION,881  7TH AVE,NEW YORK,NY,10019.0,711310.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,274.0,04/10/2020,"Citibank, N.A.",NY - 10
a $5-10 million,THE COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,"30 Cooper Square, 2nd Floor 0.0",NEW YORK,NY,10003.0,611310.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,427.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 07
a $5-10 million,"THE DINEX GROUP, LLC",16 East 40th Street 5th Floor,NEW YORK,NY,10016.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 12
a $5-10 million,"THE MARY MANNING WALSH NURSING HOME COMPANY, INC.",1339 York Avenue,NEW YORK,NY,10021.0,623110.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Sterling National Bank,NY - 07
a $5-10 million,"THE PHILHARMONIC-SYMPHONY SOCIETY OF NEW YORK, INC.",10 LINCOLN CENTER PLZ,NEW YORK,NY,10023.0,711190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,250.0,04/15/2020,"Citibank, N.A.",NY - 10
a $5-10 million,THE SOLOMON R. GUGGENHEIM FOUNDATION,1071 Fifth Avenue,NEW YORK,NY,10128.0,712110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/15/2020,"Citizens Bank, National Association",NY - 12
a $5-10 million,"THESTREET, INC","225 Liberty Street, 27th Floor 0.0",NEW YORK,NY,10281.0,519130.0,Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 10
a $5-10 million,TNTP INC,500 7th Ave Fl 8,NEW YORK,NY,10018.0,611710.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,470.0,05/03/2020,"Bank of America, National Association",NY - 10
a $5-10 million,UNION FOR REFORM JUDAISM,633 Third Avenue,NEW YORK,NY,10017.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,377.0,04/15/2020,Signature Bank,NY - 12
a $5-10 million,UNION OF ORTHODOX JEWISH CONGREGATIONS OF AMERICA,11 broadway,NEW YORK,NY,10004.0,722310.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,04/14/2020,Cross River Bank,NY - 10
a $5-10 million,UNITED NATIONS INTERNATIONAL SCHOOL,2450 Fdr Dr,NEW YORK,NY,10010.0,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,440.0,04/14/2020,"CRF Small Business Loan Company, LLC",NY - 12
a $5-10 million,UNITED STATES FUND FOR UNICEF,125 Maiden Lane 10th Floor,NEW YORK,NY,10038.0,813319.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,285.0,04/27/2020,"Citibank, N.A.",NY - 07
a $5-10 million,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,184 ELDRIDGE ST,NEW YORK,NY,10002.0,624190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,243.0,06/26/2020,"JPMorgan Chase Bank, National Association",NY - 07
a $5-10 million,"UNTUCKIT IL, LLC",110 Greene Street 0,NEW YORK,NY,10012.0,448110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,492.0,04/27/2020,"Citibank, N.A.",NY - 07
a $5-10 million,UNTUCKIT LLC,110 GREENE STREET,NEW YORK,NY,10012.0,454110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,429.0,04/27/2020,Pacific Western Bank,NY - 07
a $5-10 million,"URBAN COMMONS 2 WEST OPERATING TENANT, LLC",2 West St.,NEW YORK,NY,10004.0,721110.0,Limited  Liability Company(LLC),Asian,Unanswered,Unanswered,,,04/15/2020,"Canyon Community Bank, National Association",NY - 10
a $5-10 million,VETERANS SOURCING GROUP LLC,"380 Lexington Avenue, Suite 2220",NEW YORK,NY,10168.0,561320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/20/2020,"Capital One, National Association",NY - 12
a $5-10 million,W BBQ HOLDINGS INC,1265 3rd Avenue,NEW YORK,NY,10021.0,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,"Citizens Bank, National Association",NY - 07
a $5-10 million,"WEITZ & LUXENBERG, P.C.",700 Broadway,NEW YORK,NY,10003.0,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,416.0,04/27/2020,FinWise Bank,NY - 07
a $5-10 million,WEST HOLLYWOOD HOTEL LLC,40 West 57th Street,NEW YORK,NY,10019.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,401.0,04/15/2020,Manufacturers and Traders Trust Company,NY - 10
a $5-10 million,WESTSIDE DONUT VENTURES LLC,240 W 40TH ST,NEW YORK,NY,10018.0,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500.0,04/09/2020,"TD Bank, National Association",NY - 10
a $5-10 million,WHITNEY MUSEUM OF AMERICAN ART,99 GANSEVOORT ST,NEW YORK,NY,10014.0,712110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,484.0,04/15/2020,"Bank of America, National Association",NY - 10
a $5-10 million,WILLIAM F RYAN COMMUNITY HEALTH CENTER,110 West 97th Street,NEW YORK,NY,10025.0,621498.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,431.0,04/10/2020,"TD Bank, National Association",NY - 10
a $5-10 million,WINSTON SUPPORT SERVICES LLC,122 E 42nd St,NEW YORK,NY,10168.0,561311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500.0,04/28/2020,"Newtek Small Business Finance, Inc.",NY - 12
a $5-10 million,"XAD, INC.",One World Trade Center 60th Floor,NEW YORK,NY,10007.0,541890.0,Corporation,Unanswered,Unanswered,Non-Veteran,,341.0,04/15/2020,Silicon Valley Bank,NY - 07
a $5-10 million,XPRESSPA HOLDINGS LLC,254 W 31st St Fl 11,NEW YORK,NY,10001.0,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,406.0,05/03/2020,"Bank of America, National Association",NY - 10
a $5-10 million,ZETA GLOBAL CORP.,3 PARK AVE,NEW YORK,NY,10016.0,519130.0,Corporation,Unanswered,Unanswered,Unanswered,,500.0,04/08/2020,Radius Bank,NY - 12
a $5-10 million,"ZOCDOC, INC.",568 Broadway 9th Floor,NEW YORK,NY,10012.0,519130.0,Corporation,Unanswered,Female Owned,Unanswered,,250.0,04/13/2020,Silicon Valley Bank,NY - 07
a $5-10 million,"ZWICKER ELECTRIC CO., INC.",360 PARK AVE SOUTH,NEW YORK,NY,10010.0,238210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26.0,04/08/2020,CIBC Bank USA,NY - 12
b $2-5 million,1186 BROADWAY TENANT LLC,140 BROADWAY,NEW YORK,NY,10005.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,96.0,04/28/2020,"HSBC Bank USA, National Association",NY - 10
b $2-5 million,1199 SEIU LEAGUE TRAINING AND UPGRADING FUND,330 West 42nd Street,NEW YORK,NY,10036.0,525120.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,345.0,04/15/2020,"TD Bank, National Association",NY - 10
b $2-5 million,123 WASHINGTON LLC,"3 COLUMBUS CIR, 26TH FLOOR",NEW YORK,NY,10019.0,721110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,0.0,06/05/2020,Signature Bank,NY - 10
b $2-5 million,"1414 HOLDINGS, L.LC.",1414 6th Avenue 0.0,NEW YORK,NY,10019.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/09/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,1AND8 INC,99 Hudson St 7th floor,NEW YORK,NY,10013.0,713990.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/15/2020,Radius Bank,NY - 07
b $2-5 million,20 TIMES REST LLC,701 7TH AVE,NEW YORK,NY,10036.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,20 TSQ LESSEE LLC,701 7th Ave,NEW YORK,NY,10036.0,721110.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/29/2020,First Bank of the Lake,NY - 10
b $2-5 million,215 CHRYSTIE LLC,40 West 57th Street,NEW YORK,NY,10019.0,531120.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,298.0,04/15/2020,Manufacturers and Traders Trust Company,NY - 10
b $2-5 million,2201 COLLINS FEE LLC,390 park avenue 3rd floor,NEW YORK,NY,10022.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,City National Bank of Florida,NY - 12
b $2-5 million,23 LEXINGTON TENANT LLC,23 LEXINGTON AVE.,NEW YORK,NY,10010.0,813990.0,Partnership,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NY - 12
b $2-5 million,319 WEST 48TH ST REALTY CORPORATION,319 48TH ST,NEW YORK,NY,10036.0,721110.0,Corporation,Unanswered,Unanswered,Non-Veteran,,,04/27/2020,Israel Discount Bank of New York,NY - 10
b $2-5 million,375 PARK FOOD LLC,99 E 52nd Street 0.0,NEW YORK,NY,10022.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,239.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 12
b $2-5 million,"47TH ST MANAGEMENT, LLC",228 West 47th Street,NEW YORK,NY,10036.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,289.0,04/27/2020,Investors Bank,NY - 10
b $2-5 million,56TH STREET HOTEL LLC,18 WEST 56TH STREET,NEW YORK,NY,10019.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NY - 10
b $2-5 million,5W PUBLIC RELATIONS LLC,230 Park Avenue,NEW YORK,NY,10169.0,541820.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,158.0,04/16/2020,Signature Bank,NY - 09
b $2-5 million,649 SOUTH OLIVE TENANT LLC,"30 W 26st, 12th Floor",NEW YORK,NY,10010.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,417.0,04/16/2020,"Modern Bank, National Association",NY - 12
b $2-5 million,7700 E MCCORMICK PARKWAY SCOTTSDALE LLC,140 East 45TH ST FL 29,NEW YORK,NY,10017.0,721110.0,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,384.0,04/10/2020,East West Bank,NY - 12
b $2-5 million,835 6TH AVE MASTER LP,"1123 Broadway, 2nd Floor 0.0",NEW YORK,NY,10010.0,721110.0,Partnership,Unanswered,Unanswered,Unanswered,,8.0,04/16/2020,"JPMorgan Chase Bank, National Association",NY - 12
b $2-5 million,88 MADISON HOTEL OPERATOR LLC,140 Broadway Fl 41,NEW YORK,NY,10005.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,141.0,04/30/2020,Parke Bank,NY - 10
b $2-5 million,"88 NINTH AVENUE HOSPITALITY, LLC",426 West 14th Street,NEW YORK,NY,10014.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,398.0,04/13/2020,KeyBank National Association,NY - 10
b $2-5 million,9 CROSBY PARTNERS LLC,"261 MADISON AVE, 27TH FLR",NEW YORK,NY,10016.0,561110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 12
b $2-5 million,A&A GARAGE HOLDINGS LLC,"10 E 33RD ST, 11th floor",NEW YORK,NY,10016.0,812930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,232.0,04/06/2020,"Newtek Small Business Finance, Inc.",NY - 12
b $2-5 million,"AARONSON RAPPAPORT FEINSTEIN & DEUTSCH, LLP",600 Third Avenue,NEW YORK,NY,10016.0,541110.0,Partnership,Unanswered,Unanswered,Unanswered,,138.0,04/27/2020,"Citibank, N.A.",NY - 12
b $2-5 million,"ABC HOME FURNISHINGS, INC.",888 Broadway 0.0,NEW YORK,NY,10003.0,442210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,238.0,04/09/2020,"JPMorgan Chase Bank, National Association",NY - 07
b $2-5 million,ABSOLUTE ELECTRICAL CONTRACTING,"146 W 29TH ST, SUITE 11 W",NEW YORK,NY,10001.0,238210.0,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,04/10/2020,"TD Bank, National Association",NY - 10
b $2-5 million,"ACCOUNTING FULFILLMENT SERVICES, LLC",260 Madison Avenue Suite 1001,NEW YORK,NY,10016.0,541219.0,Corporation,White,Male Owned,Non-Veteran,,60.0,05/11/2020,Northeast Bank,NY - 12
b $2-5 million,ACE HOTEL NEW ORLEANS,7 W 30TH ST 12 FLOOR,NEW YORK,NY,10001.0,561110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,IBERIABANK,NY - 10
b $2-5 million,"ACMH, INC.",254 West 31st Street,NEW YORK,NY,10001.0,623210.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,305.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,ADAMS MORGAN HOTEL JV LLC,30 W 26th Street 12th Floor,NEW YORK,NY,10010.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,280.0,04/14/2020,BMO Harris Bank National Association,NY - 12
b $2-5 million,ADEX MEDICAL STAFFING LLC,509 Madison Avenue,NEW YORK,NY,10022.0,561311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,209.0,04/07/2020,Dime Community Bank,NY - 12
b $2-5 million,"ADHAWK, INC.",160 Varick St. Suite 1202,NEW YORK,NY,10013.0,518210.0,Corporation,Unanswered,Unanswered,Unanswered,,95.0,04/09/2020,"JPMorgan Chase Bank, National Association",NY - 07
b $2-5 million,ADVANCED MEDICAL STAFFING CORP,"16 W 36TH ST, Floor 7",NEW YORK,NY,10018.0,561320.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/10/2020,"TBK Bank, SSB",NY - 10
b $2-5 million,"ADVANTAGE TESTING, INC.","210 East 86th Street, Suite 601",NEW YORK,NY,10028.0,611699.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,382.0,04/28/2020,New York Community Bank,NY - 10
b $2-5 million,AFD CONTRACT FURNITURE INC,810 7th Avenue 2nd Floor,NEW YORK,NY,10019.0,337214.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",NY - 10
b $2-5 million,"AFFILIATED MONITORING, INC.",429 West 53RD ST,NEW YORK,NY,10019.0,561621.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,250.0,04/09/2020,CIBC Bank USA,NY - 10
b $2-5 million,"AFS-USE, INC",120 WALL ST 4TH FLOOR,NEW YORK,NY,10005.0,624110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,174.0,04/27/2020,SRI FCU,NY - 10
b $2-5 million,"AIDS SERVICE CENTER OF LOWER MANHATTAN, INC. DBAALLIANCE FOR POSITIVE CHANGE",64 W 35th St Fl 3,NEW YORK,NY,10001.0,624190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,271.0,04/29/2020,"Grow America Fund, Incorporated",NY - 10
b $2-5 million,"AKA ENTERPRISE SOLUTIONS, INC.",350 5TH AVE Ste 6902,NEW YORK,NY,10118.0,541618.0,Corporation,White,Male Owned,Non-Veteran,,126.0,04/09/2020,BNB Bank,NY - 10
b $2-5 million,"ALBERT PEARLMAN, INC.",60 E 42ND ST STE 1663,NEW YORK,NY,10165.0,238320.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
b $2-5 million,"ALFRED CLUB, INC.",61 Broadway,NEW YORK,NY,10006.0,722310.0,Corporation,Unanswered,Unanswered,Unanswered,,289.0,06/12/2020,"Newtek Small Business Finance, Inc.",NY - 10
b $2-5 million,ALIGN COMMUNICATIONS INC,55 BROAD ST,NEW YORK,NY,10004.0,517919.0,Corporation,Unanswered,Unanswered,Unanswered,,129.0,04/15/2020,"Citibank, N.A.",NY - 10
b $2-5 million,"ALLRAN ELECTRIC OF N.Y., LLC",120 Broadway 36th Floor,NEW YORK,NY,10271.0,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,207.0,04/30/2020,U.S. Century Bank,NY - 10
b $2-5 million,"ALLSTAR SECURITY & CONSULTING, INC",1441 BROADWAY FL 17,NEW YORK,NY,10018.0,561612.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,350.0,04/27/2020,"Capital One, National Association",NY - 10
b $2-5 million,ALPHASENSE LLC,"24 Union Square East, 6th Floor South",NEW YORK,NY,10003.0,518210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,157.0,04/13/2020,Silicon Valley Bank,NY - 07
b $2-5 million,"ALVIN AILEY DANCE FOUNDATION, INC.",405 W 55TH ST,NEW YORK,NY,10019.0,711120.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,419.0,04/15/2020,"Citibank, N.A.",NY - 10
b $2-5 million,AMERICAN FOUNDATION FOR SUICIDE DBA OUT OF THE DARKNESS,199 WATER ST FL 11,NEW YORK,NY,10038.0,,Corporation,Unanswered,Unanswered,Unanswered,,124.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
b $2-5 million,AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,"120 Wall Street, 23rd Floor 0",NEW YORK,NY,10005.0,813920.0,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,120.0,04/27/2020,"Citibank, N.A.",NY - 10
b $2-5 million,AMERICAN JEWISH COMMITTEE,165 East 56TH ST,NEW YORK,NY,10022.0,813219.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,225.0,04/15/2020,"Citibank, N.A.",NY - 12
b $2-5 million,"AMERICAN JEWISH WORLD SERVICE, INC.",45 West 36th Street 0.0,NEW YORK,NY,10018.0,813311.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,110.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,AMERICAN MANAGEMENT ASSOCIATION INTERNATIONAL,1601 Broadway 0.0,NEW YORK,NY,10019.0,611430.0,Professional Association,Unanswered,Unanswered,Unanswered,,120.0,04/13/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,AMERICAN NATIONAL STANDARD INST,25 West 43rd St. 4th Floor,NEW YORK,NY,10036.0,926150.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,134.0,04/27/2020,Spring Bank,NY - 10
b $2-5 million,AMERICAN THORACIC SOCIETY INC,25 Broadway Fl 4,NEW YORK,NY,10004.0,813920.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,97.0,05/03/2020,"Bank of America, National Association",NY - 10
b $2-5 million,AMIDA CARE INC.,"14 Penn Plaza, 2nd Floor",NEW YORK,NY,10122.0,923120.0,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,171.0,04/28/2020,"BankUnited, National Association",NY - 10
b $2-5 million,AMIEE LYNN INC.,366 Fifth Avenue 11th Floor 0.0,NEW YORK,NY,10001.0,315990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,117.0,04/09/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,"AMNESTY INTERNATIONAL OF THE USA, INC.","5 Penn Plaza, 16th Floor 0.0",NEW YORK,NY,10001.0,813311.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,114.0,04/11/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,AMTEX SYSTEM INC,28 LIBERTY ST FL 6,NEW YORK,NY,10005.0,541511.0,Corporation,Unanswered,Unanswered,Unanswered,,135.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,ANDERSON KILL PC,1251 AVENUE OF THE AMERICAS,NEW YORK,NY,10020.0,541110.0,Corporation,Unanswered,Male Owned,Non-Veteran,,129.0,04/13/2020,Huntingdon Valley Bank,NY - 12
b $2-5 million,ANDIAMO CONSULTING LLC,17 STATE ST,NEW YORK,NY,10004.0,541519.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,128.0,04/13/2020,"PNC Bank, National Association",NY - 10
b $2-5 million,"ANFIELD INTERIORS, INC.",261 W 35th St Ste 705,NEW YORK,NY,10001.0,238310.0,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,130.0,04/13/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,ARACA HOLDINGS LLC,"545 W 45 street, floor 10",NEW YORK,NY,10036.0,541611.0,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,244.0,04/08/2020,Signature Bank,NY - 10
b $2-5 million,ARENSON OFFICE FURNISHINGS INC,16 Madison Sq W,NEW YORK,NY,10010.0,423210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,"PNC Bank, National Association",NY - 12
b $2-5 million,ART FOOD LLC,853 Broadway 17th Floor 0.0,NEW YORK,NY,10003.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"JPMorgan Chase Bank, National Association",NY - 07
b $2-5 million,ARTEMIS PARTNERS LLC,"347 W 36th St, Suite 1601 New York NY 10018 0.0",NEW YORK,NY,10018.0,623220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,185.0,04/11/2020,"JPMorgan Chase Bank, National Association",NY - 10
b $2-5 million,ASPEN TRS OPERATING TENANT LLC,96 Spring Street 6th Floor,NEW YORK,NY,10012.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,239.0,06/30/2020,Blue Foundry Bank,NY - 07
b $2-5 million,ASPHALT GREEN INC.,555 East 90th Street 0.0,NEW YORK,NY,10128.0,713940.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,500.0,04/11/2020,"JPMorgan Chase Bank, National Association",NY - 12
